company,company_cn,sheet_name,item,item_cn,unit,value,date,note,status
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_heat_supply,供热量,GJ,26.68,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_heat_supply,供热量,GJ,32.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_heat_supply,供热量,GJ,29.44,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,30.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,27.60,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,33.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,30.36,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,36.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,33.12,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,39.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,35.88,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,42.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_steam_supply,供汽量,吨,38.64,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,40.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,36.80,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,43.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,39.56,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,46.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,42.32,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,49.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,45.08,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,52.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_power_sales,售电量,万kWh,47.84,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,50.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,46.00,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,53.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,48.76,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,56.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,51.52,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,59.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,54.28,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,62.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_amount_raw_coal,原煤耗量,吨,57.04,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,60.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,55.20,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,63.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,57.96,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,66.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,60.72,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,69.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,63.48,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,72.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_std_coal,标煤耗量,吨,66.24,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,70.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,64.40,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,73.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,67.16,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,76.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,69.92,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,79.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,72.68,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,82.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,耗水量,耗水量,吨,75.44,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,80.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,73.60,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,83.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,76.36,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,86.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,79.12,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,89.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,81.88,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,92.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_water,电厂耗水量,吨,84.64,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,90.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,82.80,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,93.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,85.56,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,96.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,88.32,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,99.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,91.08,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,102.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_plant_purchased_power,外购电量,万kWh,93.84,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,100.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,92.00,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,103.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,94.76,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,106.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,97.52,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,109.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,100.28,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,112.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_acid,耗酸量,吨,103.04,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,110.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,101.20,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,113.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,103.96,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,116.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,106.72,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,119.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,109.48,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,122.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_alkali,耗碱量,吨,112.24,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,120.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,110.40,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,123.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,113.16,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,126.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,115.92,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,129.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,118.68,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,132.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_oil,耗油量,吨,121.44,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,130.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,119.60,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,133.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,122.36,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,136.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,125.12,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,139.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,127.88,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,142.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_ammonia_water,耗氨水量,吨,130.64,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,140.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,128.80,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,143.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,131.56,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,146.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,134.32,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,149.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,137.08,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,152.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,consumption_limestone_powder,耗石灰石粉量,吨,139.84,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,150.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,138.00,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,153.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,140.76,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,156.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,143.52,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,159.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,146.28,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,162.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_boiler_steam_running,运行汽炉数,台,149.04,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,160.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,147.20,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,163.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,149.96,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,166.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,152.72,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,169.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,155.48,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,172.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,amount_turbine_running,运行汽轮机数,台,158.24,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,170.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,156.40,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,173.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,159.16,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,176.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,161.92,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,179.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,164.68,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,182.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,equipment_on_off_status,主设备启停情况,-,167.44,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,180.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,165.60,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,183.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,168.36,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,186.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,171.12,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,189.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,173.88,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,192.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_co_generation_Sheet,additional_information,突发情况说明,-,176.64,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,190.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,174.80,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,193.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,177.56,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,196.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,180.32,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,199.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,183.08,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,202.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,amount_heat_supply,供热量,GJ,185.84,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,200.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,184.00,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,203.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,186.76,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,206.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,189.52,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,209.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,192.28,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,212.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_amount_raw_coal,原煤耗量,吨,195.04,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,210.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,193.20,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,213.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,195.96,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,216.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,198.72,2024-10-23,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,219.00,2025-10-24,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,201.48,2024-10-24,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,222.00,2025-10-25,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,consumption_std_coal,标煤耗量,吨,204.24,2024-10-25,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,耗水量,耗水量,吨,220.00,2025-10-21,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,耗水量,耗水量,吨,202.40,2024-10-21,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,耗水量,耗水量,吨,223.00,2025-10-22,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,耗水量,耗水量,吨,205.16,2024-10-22,,sample_peer
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,耗水量,耗水量,吨,226.00,2025-10-23,,sample
BeiHai,北海热电厂,BeiHai_water_boiler_Sheet,耗水量,耗水量,吨,207.92,2024-10-23,,sample_peer
